order_id,customer_id,order_date,category,channel,quantity,base_price,revenue
11741,22868,2023-11-29,Fashion,Organic,1,80,72.0
11742,6287,2023-11-29,Fashion,Organic,1,80,72.0
11743,14412,2023-11-29,Electronics,Organic,1,450,405.0
11744,9557,2023-11-29,Sports,Organic,1,120,108.0
11745,10226,2023-11-29,Electronics,Organic,1,450,405.0
11746,17739,2023-11-29,Fashion,Organic,1,80,72.0
11747,28711,2023-11-29,Fashion,Organic,1,80,72.0
11748,18533,2023-11-29,Electronics,Organic,1,450,405.0
11749,5446,2023-11-29,Electronics,Organic,2,450,810.0
11750,6230,2023-11-29,Home,Organic,1,150,135.0
11751,24858,2023-11-29,Sports,Organic,1,120,108.0
11752,20299,2023-11-29,Electronics,Organic,2,450,810.0
11753,29056,2023-11-29,Fashion,Organic,2,80,144.0
11754,12365,2023-11-29,Home,Organic,3,150,405.0
11755,1230,2023-11-29,Home,Organic,1,150,135.0
11756,9243,2023-11-29,Sports,Organic,1,120,108.0
11757,4278,2023-11-29,Home,Organic,1,150,135.0
11758,8804,2023-11-29,Home,Organic,1,150,135.0
11759,8749,2023-11-29,Sports,Organic,1,120,108.0
11760,10630,2023-11-29,Sports,Organic,1,120,108.0
11761,143,2023-11-29,Sports,Organic,1,120,108.0
11762,5978,2023-11-29,Sports,Organic,3,120,324.0
11763,11515,2023-11-29,Electronics,Organic,1,450,405.0
11764,27283,2023-11-29,Sports,Organic,1,120,108.0
11765,27763,2023-11-29,Fashion,Organic,2,80,144.0
11766,12778,2023-11-29,Electronics,Organic,2,450,810.0
11767,16271,2023-11-29,Sports,Organic,1,120,108.0
11768,20986,2023-11-29,Home,Organic,1,150,135.0
11769,2040,2023-11-29,Home,Organic,1,150,135.0
11770,5093,2023-11-29,Sports,Organic,1,120,108.0
11771,3950,2023-11-29,Home,Organic,1,150,135.0
11772,15709,2023-11-29,Fashion,Organic,1,80,72.0
11773,26609,2023-11-29,Sports,Organic,1,120,108.0
11774,16943,2023-11-29,Home,Organic,1,150,135.0
11775,5671,2023-11-29,Fashion,Organic,1,80,72.0
11776,20246,2023-11-29,Fashion,Organic,1,80,72.0
11777,10908,2023-11-29,Home,Organic,1,150,135.0
11778,25870,2023-11-29,Fashion,Organic,1,80,72.0
11779,19304,2023-11-29,Fashion,Social,1,80,72.0
11780,25698,2023-11-29,Sports,Paid Search,2,120,192.0
11781,11170,2023-11-29,Fashion,Paid Search,1,80,64.0
11782,12921,2023-11-29,Sports,Paid Search,2,120,192.0
11783,1944,2023-11-29,Electronics,Paid Search,1,450,360.0
11784,28556,2023-11-29,Fashion,Paid Search,1,80,64.0
11785,29137,2023-11-29,Electronics,Paid Search,3,450,1080.0
11786,11056,2023-11-29,Home,Paid Search,1,150,120.0
11787,10308,2023-11-29,Home,Paid Search,1,150,120.0
11788,15691,2023-11-29,Electronics,Paid Search,1,450,360.0
11789,6888,2023-11-29,Home,Paid Search,1,150,120.0
11790,17150,2023-11-29,Fashion,Paid Search,1,80,64.0
11791,23498,2023-11-29,Home,Paid Search,1,150,120.0
11792,20499,2023-11-29,Electronics,Paid Search,1,450,360.0
11793,25006,2023-11-29,Fashion,Paid Search,1,80,64.0
11794,27464,2023-11-29,Sports,Paid Search,1,120,96.0
11795,9302,2023-11-29,Home,Paid Search,1,150,120.0
11796,3795,2023-11-29,Electronics,Paid Search,1,450,360.0
11797,26512,2023-11-30,Home,Organic,1,150,135.0
11798,4332,2023-11-30,Home,Organic,1,150,135.0
11799,987,2023-11-30,Fashion,Organic,2,80,144.0
11800,27443,2023-11-30,Electronics,Organic,1,450,405.0
11801,19818,2023-11-30,Fashion,Organic,1,80,72.0
11802,10019,2023-11-30,Home,Organic,1,150,135.0
11803,10961,2023-11-30,Sports,Organic,1,120,108.0
11804,8650,2023-11-30,Electronics,Organic,2,450,810.0
11805,21956,2023-11-30,Electronics,Organic,1,450,405.0
11806,784,2023-11-30,Home,Organic,1,150,135.0
11807,5349,2023-11-30,Sports,Organic,1,120,108.0
11808,17633,2023-11-30,Sports,Organic,2,120,216.0
11809,23097,2023-11-30,Fashion,Organic,1,80,72.0
11810,20467,2023-11-30,Home,Organic,1,150,135.0
11811,28948,2023-11-30,Electronics,Organic,1,450,405.0
11812,22537,2023-11-30,Sports,Organic,1,120,108.0
11813,9104,2023-11-30,Electronics,Organic,1,450,405.0
11814,29562,2023-11-30,Fashion,Organic,1,80,72.0
11815,9770,2023-11-30,Home,Organic,1,150,135.0
11816,6665,2023-11-30,Fashion,Organic,2,80,144.0
11817,18345,2023-11-30,Home,Organic,1,150,135.0
11818,24143,2023-11-30,Fashion,Organic,1,80,72.0
11819,17313,2023-11-30,Sports,Organic,1,120,108.0
11820,4531,2023-11-30,Sports,Organic,1,120,108.0
11821,12356,2023-11-30,Fashion,Organic,1,80,72.0
11822,27541,2023-11-30,Sports,Organic,1,120,108.0
11823,19268,2023-11-30,Electronics,Organic,1,450,405.0
11824,14644,2023-11-30,Fashion,Organic,1,80,72.0
11825,13228,2023-11-30,Sports,Organic,1,120,108.0
11826,18725,2023-11-30,Sports,Organic,1,120,108.0
11827,9137,2023-11-30,Fashion,Organic,1,80,72.0
11828,3968,2023-11-30,Sports,Organic,1,120,108.0
11829,7719,2023-11-30,Home,Organic,1,150,135.0
11830,22122,2023-11-30,Sports,Organic,1,120,108.0
11831,12736,2023-11-30,Electronics,Organic,1,450,405.0
11832,12678,2023-11-30,Fashion,Organic,1,80,72.0
11833,15955,2023-11-30,Electronics,Organic,1,450,405.0
11834,8833,2023-11-30,Fashion,Organic,1,80,72.0
11835,25118,2023-11-30,Home,Organic,1,150,135.0
11836,17889,2023-11-30,Fashion,Organic,1,80,72.0
11837,17070,2023-11-30,Sports,Organic,1,120,108.0
11838,13974,2023-11-30,Home,Organic,1,150,135.0
11839,27564,2023-11-30,Fashion,Organic,1,80,72.0
11840,16588,2023-11-30,Fashion,Organic,1,80,72.0
11841,19803,2023-11-30,Home,Organic,1,150,135.0
11842,19108,2023-11-30,Electronics,Organic,1,450,405.0
11843,12808,2023-11-30,Fashion,Organic,1,80,72.0
11844,19744,2023-11-30,Electronics,Organic,1,450,405.0
11845,28562,2023-11-30,Home,Organic,1,150,135.0
11846,268,2023-11-30,Home,Organic,2,150,270.0
11847,22512,2023-11-30,Electronics,Social,1,450,405.0
11848,9223,2023-11-30,Fashion,Social,1,80,72.0
11849,3484,2023-11-30,Fashion,Paid Search,1,80,64.0
11850,6272,2023-11-30,Fashion,Paid Search,1,80,64.0
11851,18866,2023-11-30,Fashion,Paid Search,1,80,64.0
11852,21432,2023-11-30,Fashion,Paid Search,1,80,64.0
11853,22032,2023-11-30,Sports,Paid Search,1,120,96.0
11854,20451,2023-11-30,Fashion,Paid Search,1,80,64.0
11855,7062,2023-11-30,Home,Paid Search,1,150,120.0
11856,27461,2023-11-30,Electronics,Paid Search,1,450,360.0
11857,26302,2023-11-30,Sports,Paid Search,1,120,96.0
11858,19682,2023-11-30,Fashion,Paid Search,1,80,64.0
11859,20576,2023-11-30,Fashion,Paid Search,1,80,64.0
11860,5681,2023-11-30,Home,Paid Search,1,150,120.0
11861,10562,2023-11-30,Fashion,Paid Search,1,80,64.0
11862,12901,2023-11-30,Fashion,Paid Search,1,80,64.0
11863,14807,2023-11-30,Fashion,Paid Search,1,80,64.0
11864,27444,2023-11-30,Electronics,Paid Search,1,450,360.0
11865,9220,2023-12-01,Electronics,Organic,1,450,405.0
11866,2141,2023-12-01,Sports,Organic,3,120,324.0
11867,456,2023-12-01,Fashion,Organic,1,80,72.0
11868,7006,2023-12-01,Home,Organic,1,150,135.0
11869,2550,2023-12-01,Electronics,Organic,1,450,405.0
11870,17519,2023-12-01,Fashion,Organic,1,80,72.0
11871,10058,2023-12-01,Electronics,Organic,1,450,405.0
11872,2065,2023-12-01,Electronics,Organic,1,450,405.0
11873,20851,2023-12-01,Fashion,Organic,1,80,72.0
11874,21319,2023-12-01,Sports,Organic,1,120,108.0
11875,28776,2023-12-01,Sports,Organic,1,120,108.0
11876,15953,2023-12-01,Fashion,Organic,1,80,72.0
11877,29090,2023-12-01,Fashion,Organic,1,80,72.0
11878,8052,2023-12-01,Fashion,Organic,2,80,144.0
11879,21902,2023-12-01,Sports,Organic,1,120,108.0
11880,5918,2023-12-01,Electronics,Organic,1,450,405.0
11881,20921,2023-12-01,Electronics,Organic,1,450,405.0
11882,13368,2023-12-01,Electronics,Organic,1,450,405.0
11883,12079,2023-12-01,Fashion,Organic,1,80,72.0
11884,27079,2023-12-01,Sports,Organic,1,120,108.0
11885,4606,2023-12-01,Fashion,Organic,1,80,72.0
11886,6946,2023-12-01,Fashion,Organic,2,80,144.0
11887,8377,2023-12-01,Fashion,Organic,3,80,216.0
11888,20793,2023-12-01,Fashion,Organic,1,80,72.0
11889,14026,2023-12-01,Home,Organic,2,150,270.0
11890,12107,2023-12-01,Home,Organic,1,150,135.0
11891,22975,2023-12-01,Home,Organic,1,150,135.0
11892,29269,2023-12-01,Sports,Organic,1,120,108.0
11893,29409,2023-12-01,Fashion,Organic,1,80,72.0
11894,11863,2023-12-01,Fashion,Organic,1,80,72.0
11895,9223,2023-12-01,Electronics,Organic,1,450,405.0
11896,14074,2023-12-01,Home,Organic,1,150,135.0
11897,24503,2023-12-01,Fashion,Organic,1,80,72.0
11898,2083,2023-12-01,Sports,Organic,1,120,108.0
11899,4178,2023-12-01,Home,Organic,1,150,135.0
11900,26812,2023-12-01,Electronics,Organic,2,450,810.0
11901,21598,2023-12-01,Home,Organic,1,150,135.0
11902,26222,2023-12-01,Home,Organic,1,150,135.0
11903,2018,2023-12-01,Electronics,Organic,1,450,405.0
11904,7222,2023-12-01,Home,Organic,2,150,270.0
11905,24932,2023-12-01,Fashion,Organic,1,80,72.0
11906,24882,2023-12-01,Fashion,Organic,1,80,72.0
11907,17749,2023-12-01,Fashion,Organic,2,80,144.0
11908,9190,2023-12-01,Electronics,Organic,1,450,405.0
11909,12266,2023-12-01,Sports,Paid Search,1,120,96.0
11910,22899,2023-12-01,Home,Paid Search,1,150,120.0
11911,28736,2023-12-01,Electronics,Paid Search,1,450,360.0
11912,17554,2023-12-01,Home,Paid Search,1,150,120.0
11913,28990,2023-12-01,Fashion,Paid Search,1,80,64.0
11914,4541,2023-12-01,Fashion,Paid Search,1,80,64.0
11915,21951,2023-12-01,Fashion,Paid Search,1,80,64.0
11916,8534,2023-12-01,Fashion,Paid Search,1,80,64.0
11917,1698,2023-12-01,Electronics,Paid Search,1,450,360.0
11918,24846,2023-12-01,Home,Paid Search,1,150,120.0
11919,11331,2023-12-01,Electronics,Paid Search,1,450,360.0
11920,22008,2023-12-01,Fashion,Paid Search,1,80,64.0
11921,21689,2023-12-01,Fashion,Social,3,80,216.0
11922,427,2023-12-02,Electronics,Organic,1,450,405.0
11923,22350,2023-12-02,Fashion,Organic,1,80,72.0
11924,15653,2023-12-02,Fashion,Organic,1,80,72.0
11925,7718,2023-12-02,Home,Organic,1,150,135.0
11926,20823,2023-12-02,Home,Organic,1,150,135.0
11927,3318,2023-12-02,Fashion,Organic,1,80,72.0
11928,18814,2023-12-02,Home,Organic,1,150,135.0
11929,15853,2023-12-02,Fashion,Organic,1,80,72.0
11930,2645,2023-12-02,Electronics,Organic,3,450,1215.0
11931,29784,2023-12-02,Fashion,Organic,2,80,144.0
11932,17742,2023-12-02,Sports,Organic,1,120,108.0
11933,21389,2023-12-02,Fashion,Organic,1,80,72.0
11934,20452,2023-12-02,Fashion,Organic,1,80,72.0
11935,24544,2023-12-02,Electronics,Organic,1,450,405.0
11936,22042,2023-12-02,Electronics,Organic,1,450,405.0
11937,14,2023-12-02,Home,Organic,3,150,405.0
11938,3959,2023-12-02,Fashion,Organic,1,80,72.0
11939,2215,2023-12-02,Fashion,Organic,1,80,72.0
11940,5927,2023-12-02,Home,Organic,1,150,135.0
11941,1899,2023-12-02,Electronics,Organic,1,450,405.0
11942,24815,2023-12-02,Home,Organic,1,150,135.0
11943,6418,2023-12-02,Home,Organic,1,150,135.0
11944,24816,2023-12-02,Home,Organic,1,150,135.0
11945,13028,2023-12-02,Electronics,Organic,1,450,405.0
11946,16001,2023-12-02,Fashion,Organic,1,80,72.0
11947,29812,2023-12-02,Electronics,Organic,1,450,405.0
11948,5892,2023-12-02,Fashion,Organic,1,80,72.0
11949,20003,2023-12-02,Fashion,Organic,1,80,72.0
11950,22320,2023-12-02,Fashion,Organic,1,80,72.0
11951,21266,2023-12-02,Fashion,Organic,3,80,216.0
11952,2360,2023-12-02,Fashion,Organic,1,80,72.0
11953,24084,2023-12-02,Home,Organic,1,150,135.0
11954,12937,2023-12-02,Home,Organic,1,150,135.0
11955,20264,2023-12-02,Fashion,Organic,1,80,72.0
11956,26394,2023-12-02,Fashion,Organic,1,80,72.0
11957,20651,2023-12-02,Fashion,Organic,1,80,72.0
11958,8280,2023-12-02,Fashion,Organic,1,80,72.0
11959,4107,2023-12-02,Electronics,Organic,1,450,405.0
11960,29269,2023-12-02,Home,Organic,1,150,135.0
11961,14207,2023-12-02,Fashion,Organic,1,80,72.0
11962,2706,2023-12-02,Sports,Organic,1,120,108.0
11963,20927,2023-12-02,Fashion,Organic,1,80,72.0
11964,25449,2023-12-02,Electronics,Organic,1,450,405.0
11965,12856,2023-12-02,Home,Organic,1,150,135.0
11966,5995,2023-12-02,Fashion,Social,1,80,72.0
11967,27420,2023-12-02,Fashion,Paid Search,1,80,64.0
11968,24232,2023-12-02,Sports,Paid Search,1,120,96.0
11969,8262,2023-12-02,Sports,Paid Search,1,120,96.0
11970,9201,2023-12-02,Fashion,Paid Search,1,80,64.0
11971,15539,2023-12-02,Electronics,Paid Search,1,450,360.0
11972,3791,2023-12-02,Home,Paid Search,1,150,120.0
11973,1250,2023-12-02,Sports,Paid Search,1,120,96.0
11974,12478,2023-12-02,Sports,Paid Search,1,120,96.0
11975,1581,2023-12-02,Home,Paid Search,1,150,120.0
11976,25911,2023-12-02,Home,Paid Search,1,150,120.0
11977,12893,2023-12-02,Sports,Paid Search,1,120,96.0
11978,2009,2023-12-02,Fashion,Paid Search,1,80,64.0
11979,14093,2023-12-02,Home,Paid Search,1,150,120.0
11980,10439,2023-12-03,Fashion,Organic,1,80,72.0
11981,22329,2023-12-03,Sports,Organic,1,120,108.0
11982,27163,2023-12-03,Fashion,Organic,1,80,72.0
11983,25522,2023-12-03,Sports,Organic,1,120,108.0
11984,15219,2023-12-03,Sports,Organic,1,120,108.0
11985,15851,2023-12-03,Fashion,Organic,1,80,72.0
11986,4158,2023-12-03,Fashion,Organic,1,80,72.0
11987,3040,2023-12-03,Sports,Organic,1,120,108.0
11988,3275,2023-12-03,Sports,Organic,2,120,216.0
11989,4376,2023-12-03,Sports,Organic,1,120,108.0
11990,14590,2023-12-03,Electronics,Organic,1,450,405.0
11991,3507,2023-12-03,Home,Organic,1,150,135.0
11992,23016,2023-12-03,Electronics,Organic,1,450,405.0
11993,13261,2023-12-03,Sports,Organic,2,120,216.0
11994,16926,2023-12-03,Electronics,Organic,2,450,810.0
11995,3464,2023-12-03,Home,Organic,1,150,135.0
11996,26,2023-12-03,Fashion,Organic,1,80,72.0
11997,18504,2023-12-03,Home,Organic,1,150,135.0
11998,17394,2023-12-03,Fashion,Organic,1,80,72.0
11999,29491,2023-12-03,Sports,Organic,2,120,216.0
12000,3105,2023-12-03,Fashion,Organic,1,80,72.0
12001,27887,2023-12-03,Fashion,Organic,1,80,72.0
12002,21611,2023-12-03,Sports,Organic,1,120,108.0
12003,28577,2023-12-03,Sports,Organic,1,120,108.0
12004,14873,2023-12-03,Fashion,Organic,1,80,72.0
12005,13618,2023-12-03,Electronics,Organic,1,450,405.0
12006,29502,2023-12-03,Electronics,Organic,1,450,405.0
12007,14055,2023-12-03,Home,Organic,1,150,135.0
12008,7635,2023-12-03,Electronics,Organic,1,450,405.0
12009,29913,2023-12-03,Fashion,Organic,2,80,144.0
12010,12041,2023-12-03,Fashion,Organic,1,80,72.0
12011,4218,2023-12-03,Home,Organic,1,150,135.0
12012,2794,2023-12-03,Electronics,Organic,1,450,405.0
12013,10939,2023-12-03,Home,Organic,1,150,135.0
12014,4989,2023-12-03,Electronics,Organic,1,450,405.0
12015,13705,2023-12-03,Home,Organic,1,150,135.0
12016,15860,2023-12-03,Fashion,Organic,1,80,72.0
12017,6619,2023-12-03,Fashion,Organic,1,80,72.0
12018,27136,2023-12-03,Home,Organic,1,150,135.0
12019,21413,2023-12-03,Fashion,Organic,1,80,72.0
12020,14799,2023-12-03,Fashion,Organic,1,80,72.0
12021,3754,2023-12-03,Electronics,Organic,2,450,810.0
12022,2382,2023-12-03,Sports,Organic,1,120,108.0
12023,410,2023-12-03,Fashion,Organic,1,80,72.0
12024,22246,2023-12-03,Fashion,Paid Search,1,80,64.0
12025,14415,2023-12-03,Fashion,Paid Search,1,80,64.0
12026,26085,2023-12-03,Home,Paid Search,1,150,120.0
12027,21172,2023-12-03,Electronics,Paid Search,2,450,720.0
12028,26566,2023-12-03,Sports,Paid Search,1,120,96.0
12029,2513,2023-12-03,Electronics,Paid Search,2,450,720.0
12030,11507,2023-12-03,Fashion,Paid Search,1,80,64.0
12031,21107,2023-12-03,Sports,Paid Search,1,120,96.0
12032,25154,2023-12-03,Home,Paid Search,1,150,120.0
12033,3199,2023-12-03,Fashion,Paid Search,1,80,64.0
12034,20349,2023-12-03,Home,Paid Search,1,150,120.0
12035,19986,2023-12-03,Sports,Paid Search,1,120,96.0
12036,12452,2023-12-03,Electronics,Paid Search,1,450,360.0
12037,23519,2023-12-03,Home,Social,1,150,135.0
12038,19367,2023-12-03,Home,Social,1,150,135.0
12039,13508,2023-12-04,Fashion,Organic,1,80,72.0
12040,19423,2023-12-04,Fashion,Organic,1,80,72.0
12041,5833,2023-12-04,Fashion,Organic,1,80,72.0
12042,2181,2023-12-04,Fashion,Organic,1,80,72.0
12043,15620,2023-12-04,Fashion,Organic,1,80,72.0
12044,12148,2023-12-04,Home,Organic,1,150,135.0
12045,2365,2023-12-04,Home,Organic,1,150,135.0
12046,15119,2023-12-04,Sports,Organic,1,120,108.0
12047,3419,2023-12-04,Electronics,Organic,1,450,405.0
12048,8112,2023-12-04,Home,Organic,1,150,135.0
12049,12176,2023-12-04,Fashion,Organic,1,80,72.0
12050,22534,2023-12-04,Home,Organic,1,150,135.0
12051,21531,2023-12-04,Home,Organic,1,150,135.0
12052,4705,2023-12-04,Electronics,Organic,1,450,405.0
12053,20611,2023-12-04,Electronics,Organic,2,450,810.0
12054,18133,2023-12-04,Electronics,Organic,1,450,405.0
12055,9735,2023-12-04,Electronics,Organic,1,450,405.0
12056,10739,2023-12-04,Fashion,Organic,1,80,72.0
12057,8538,2023-12-04,Sports,Organic,1,120,108.0
12058,21051,2023-12-04,Electronics,Organic,1,450,405.0
12059,14886,2023-12-04,Sports,Organic,1,120,108.0
12060,956,2023-12-04,Fashion,Organic,1,80,72.0
12061,23321,2023-12-04,Fashion,Organic,1,80,72.0
12062,20519,2023-12-04,Sports,Organic,1,120,108.0
12063,27329,2023-12-04,Home,Organic,1,150,135.0
12064,10719,2023-12-04,Electronics,Organic,1,450,405.0
12065,233,2023-12-04,Electronics,Organic,1,450,405.0
12066,20501,2023-12-04,Fashion,Organic,1,80,72.0
12067,754,2023-12-04,Electronics,Organic,1,450,405.0
12068,11615,2023-12-04,Fashion,Organic,1,80,72.0
12069,26398,2023-12-04,Fashion,Organic,1,80,72.0
12070,28988,2023-12-04,Electronics,Organic,2,450,810.0
12071,14406,2023-12-04,Sports,Organic,1,120,108.0
12072,8514,2023-12-04,Fashion,Organic,2,80,144.0
12073,22379,2023-12-04,Fashion,Organic,2,80,144.0
12074,10897,2023-12-04,Electronics,Organic,1,450,405.0
12075,23240,2023-12-04,Sports,Organic,1,120,108.0
12076,17254,2023-12-04,Fashion,Organic,1,80,72.0
12077,1427,2023-12-04,Sports,Organic,1,120,108.0
12078,15883,2023-12-04,Sports,Organic,1,120,108.0
12079,13632,2023-12-04,Sports,Organic,1,120,108.0
12080,13747,2023-12-04,Home,Organic,1,150,135.0
12081,10237,2023-12-04,Electronics,Organic,2,450,810.0
12082,17521,2023-12-04,Electronics,Organic,1,450,405.0
12083,17717,2023-12-04,Home,Email,1,150,135.0
12084,5783,2023-12-04,Home,Email,1,150,135.0
12085,20880,2023-12-04,Fashion,Email,1,80,72.0
12086,30059,2023-12-04,Fashion,Email,2,80,144.0
12087,28630,2023-12-04,Sports,Email,1,120,108.0
12088,25603,2023-12-04,Sports,Email,1,120,108.0
12089,4180,2023-12-04,Fashion,Email,1,80,72.0
12090,30152,2023-12-04,Fashion,Email,1,80,72.0
12091,8393,2023-12-04,Fashion,Email,1,80,72.0
12092,11873,2023-12-04,Home,Email,1,150,135.0
12093,4155,2023-12-04,Fashion,Email,1,80,72.0
12094,9403,2023-12-04,Fashion,Email,1,80,72.0
12095,27070,2023-12-04,Electronics,Email,1,450,405.0
12096,26329,2023-12-04,Sports,Email,1,120,108.0
12097,24804,2023-12-04,Sports,Email,1,120,108.0
12098,17731,2023-12-04,Sports,Email,1,120,108.0
12099,17589,2023-12-04,Home,Email,1,150,135.0
12100,3890,2023-12-04,Electronics,Email,1,450,405.0
12101,12678,2023-12-04,Home,Email,1,150,135.0
12102,28596,2023-12-04,Fashion,Email,1,80,72.0
12103,507,2023-12-04,Fashion,Email,1,80,72.0
12104,21737,2023-12-04,Sports,Email,1,120,108.0
12105,6194,2023-12-04,Sports,Email,1,120,108.0
12106,21530,2023-12-04,Fashion,Paid Search,1,80,64.0
12107,6302,2023-12-04,Sports,Paid Search,1,120,96.0
12108,944,2023-12-04,Fashion,Paid Search,1,80,64.0
12109,25996,2023-12-04,Fashion,Paid Search,1,80,64.0
12110,26284,2023-12-04,Sports,Paid Search,1,120,96.0
12111,28769,2023-12-04,Home,Paid Search,1,150,120.0
12112,24796,2023-12-04,Fashion,Paid Search,2,80,128.0
12113,17625,2023-12-04,Fashion,Paid Search,1,80,64.0
12114,19501,2023-12-04,Home,Paid Search,1,150,120.0
12115,24040,2023-12-04,Fashion,Paid Search,1,80,64.0
12116,5243,2023-12-04,Electronics,Paid Search,1,450,360.0
12117,5459,2023-12-04,Home,Paid Search,1,150,120.0
12118,18553,2023-12-04,Fashion,Paid Search,1,80,64.0
12119,20815,2023-12-04,Electronics,Paid Search,1,450,360.0
12120,1080,2023-12-04,Home,Social,1,150,135.0
12121,19236,2023-12-05,Fashion,Organic,1,80,72.0
12122,13415,2023-12-05,Sports,Organic,1,120,108.0
12123,2828,2023-12-05,Home,Organic,1,150,135.0
12124,8909,2023-12-05,Sports,Organic,1,120,108.0
12125,23580,2023-12-05,Electronics,Organic,1,450,405.0
12126,19176,2023-12-05,Fashion,Organic,1,80,72.0
12127,19709,2023-12-05,Sports,Organic,1,120,108.0
12128,21930,2023-12-05,Sports,Organic,2,120,216.0
12129,24839,2023-12-05,Sports,Organic,1,120,108.0
12130,1872,2023-12-05,Home,Organic,1,150,135.0
12131,25871,2023-12-05,Sports,Organic,1,120,108.0
12132,28681,2023-12-05,Electronics,Organic,1,450,405.0
12133,22168,2023-12-05,Home,Organic,1,150,135.0
12134,28125,2023-12-05,Home,Organic,1,150,135.0
12135,26996,2023-12-05,Fashion,Organic,1,80,72.0
12136,19980,2023-12-05,Fashion,Organic,1,80,72.0
12137,9754,2023-12-05,Fashion,Organic,1,80,72.0
12138,2114,2023-12-05,Sports,Organic,1,120,108.0
12139,14045,2023-12-05,Home,Organic,1,150,135.0
12140,15336,2023-12-05,Fashion,Organic,1,80,72.0
12141,18557,2023-12-05,Home,Organic,1,150,135.0
12142,10740,2023-12-05,Fashion,Organic,2,80,144.0
12143,20553,2023-12-05,Fashion,Organic,1,80,72.0
12144,21583,2023-12-05,Electronics,Organic,1,450,405.0
12145,5139,2023-12-05,Home,Organic,1,150,135.0
12146,21368,2023-12-05,Electronics,Organic,1,450,405.0
12147,1382,2023-12-05,Fashion,Organic,1,80,72.0
12148,6131,2023-12-05,Fashion,Organic,1,80,72.0
12149,15211,2023-12-05,Home,Organic,1,150,135.0
12150,19524,2023-12-05,Sports,Organic,1,120,108.0
12151,25584,2023-12-05,Sports,Organic,2,120,216.0
12152,30030,2023-12-05,Fashion,Organic,1,80,72.0
12153,16647,2023-12-05,Home,Organic,1,150,135.0
12154,20157,2023-12-05,Sports,Organic,1,120,108.0
12155,22356,2023-12-05,Fashion,Organic,1,80,72.0
12156,23941,2023-12-05,Fashion,Organic,2,80,144.0
12157,22601,2023-12-05,Sports,Organic,1,120,108.0
12158,3142,2023-12-05,Fashion,Organic,1,80,72.0
12159,9006,2023-12-05,Fashion,Organic,2,80,144.0
12160,10758,2023-12-05,Fashion,Organic,1,80,72.0
12161,27880,2023-12-05,Fashion,Organic,1,80,72.0
12162,8627,2023-12-05,Fashion,Organic,1,80,72.0
12163,30217,2023-12-05,Electronics,Organic,1,450,405.0
12164,17741,2023-12-05,Home,Organic,1,150,135.0
12165,28615,2023-12-05,Home,Paid Search,2,150,240.0
12166,20851,2023-12-05,Sports,Paid Search,1,120,96.0
12167,13818,2023-12-05,Fashion,Paid Search,1,80,64.0
12168,16392,2023-12-05,Fashion,Paid Search,2,80,128.0
12169,803,2023-12-05,Home,Paid Search,1,150,120.0
12170,23010,2023-12-05,Home,Paid Search,1,150,120.0
12171,22531,2023-12-05,Sports,Paid Search,1,120,96.0
12172,17932,2023-12-05,Home,Paid Search,1,150,120.0
12173,8800,2023-12-05,Fashion,Paid Search,1,80,64.0
12174,13906,2023-12-05,Electronics,Paid Search,1,450,360.0
12175,26803,2023-12-05,Sports,Paid Search,1,120,96.0
12176,19654,2023-12-05,Electronics,Paid Search,1,450,360.0
12177,23886,2023-12-05,Fashion,Paid Search,2,80,128.0
12178,435,2023-12-05,Electronics,Paid Search,2,450,720.0
12179,48,2023-12-05,Fashion,Paid Search,3,80,192.0
12180,9615,2023-12-05,Fashion,Social,1,80,72.0
12181,27943,2023-12-06,Home,Organic,1,150,135.0
12182,2152,2023-12-06,Electronics,Organic,3,450,1215.0
12183,17124,2023-12-06,Fashion,Organic,2,80,144.0
12184,3423,2023-12-06,Home,Organic,1,150,135.0
12185,19351,2023-12-06,Electronics,Organic,3,450,1215.0
12186,12908,2023-12-06,Fashion,Organic,1,80,72.0
12187,21245,2023-12-06,Home,Organic,1,150,135.0
12188,3953,2023-12-06,Sports,Organic,1,120,108.0
12189,6483,2023-12-06,Fashion,Organic,1,80,72.0
12190,17525,2023-12-06,Electronics,Organic,1,450,405.0
12191,21134,2023-12-06,Home,Organic,1,150,135.0
12192,14447,2023-12-06,Home,Organic,1,150,135.0
12193,28034,2023-12-06,Fashion,Organic,2,80,144.0
12194,28662,2023-12-06,Fashion,Organic,1,80,72.0
12195,11927,2023-12-06,Fashion,Organic,1,80,72.0
12196,21462,2023-12-06,Fashion,Organic,1,80,72.0
12197,20213,2023-12-06,Sports,Organic,1,120,108.0
12198,11412,2023-12-06,Home,Organic,1,150,135.0
12199,10673,2023-12-06,Fashion,Organic,1,80,72.0
12200,18477,2023-12-06,Fashion,Organic,1,80,72.0
12201,9156,2023-12-06,Home,Organic,1,150,135.0
12202,5359,2023-12-06,Home,Organic,1,150,135.0
12203,5839,2023-12-06,Electronics,Organic,1,450,405.0
12204,18838,2023-12-06,Electronics,Organic,1,450,405.0
12205,17187,2023-12-06,Home,Organic,1,150,135.0
12206,3382,2023-12-06,Sports,Organic,1,120,108.0
12207,21797,2023-12-06,Home,Organic,1,150,135.0
12208,6258,2023-12-06,Electronics,Organic,1,450,405.0
12209,8066,2023-12-06,Sports,Organic,1,120,108.0
12210,28984,2023-12-06,Electronics,Organic,1,450,405.0
12211,30509,2023-12-06,Electronics,Organic,1,450,405.0
